net_profit,current_assets,total_inventory,proprtor_capt_reserves,total_debt,capital_allowance,installment_tax_paid,tax_payable_IT,sales_exempt,output_VAT,input_VAT,VAT_payable,less_crdt_bal_prv_mnth,WVAT - credit,VAT_advance_paid,paye_payable,current_ratio,quick_ratio,Gearing_ratio,total_liabilities,payment_time
0,0,0,0,0,0,0,0,0,51385,3756.62,46630.38,998,0,0,0,0,0,0,0,1
314350,573752,0,781805,0,0,0,88662.5,0,358943.95,45904.81,223588.79,51686.35,37764,3963,0,0,0,0,0,0
6758700,53708255,15326245,14355759,0,1435897.6,289658.75,2244866.96,0,27600970.63,22425970.55,-168492.73,3895643.81,1447849,330826.6063,3817876.25,0.453767798,0.324280134,0,118360657.8,1
-8317999.75,167610171.3,15326245,-39756640.79,0,5292318.225,289658.75,3892104.498,329935.625,63027825.07,10227697.89,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,0,118360657.8,0
0,0,0,0,0,0,0,0,0,1136234.88,0,934564.88,0,201670,0,0,0,0,0,0,1
-3578574,3400950,0,-4489663,7823976,37016,0,0,329935.625,2787765.22,2428949.23,-694510.88,964701.87,88625,0,1887472.6,13.56603217,13.56603217,-1.742664427,8074672,1
41926.68,100001,0,100002,0,0,0,11773.22,0,1520808.03,1390087.69,-1032251.32,1162971.66,0,0,0,0,0,0,0,0
61122,360154,0,100001,0,0,0,17983.3,329935.625,545332.58,441772.95,45163.99,58395.64,0,0,0,15.66908854,15.66908854,0,22985,0
-8317999.75,103714096,0,-39756640.79,60712007,5292318.225,0,350689.49,0,36440964.96,12308263.44,9093209.121,3597770.57,3289713.125,330826.6063,7830261.319,0.876254813,0.876254813,-1.527090966,179072664.8,1
-8317999.75,14308369.8,0,-23443627,56256330,5292318.225,125000,309.6,-197961.375,8842655.53,4393591.99,2969796.5,619820.04,859447,330826.6063,1482901.87,0.490376873,0.490376873,-2.399642769,85434642.8,1
3650501,16060523,0,60528630,0,10263.23,0,794624.4,0,1842000,94731.81,603466.03,764602.16,379200,0,1200000,0.458844214,0.458844214,0,35002126,1
40552,3829488,1832987,4657872,0,204416.55,0,11877.25,0,4869319.45,4766400.38,-6367670.829,6610059.81,70008,1875,0,7.990702003,4.165947129,0,479243,1
-8317999.75,26872770,0,19053770,18551427,92923.8,0,0,0,29564355.61,8524647.24,9093209.121,315359.04,2416296,0,2689721.45,0,0,0.973635506,18551427,0
2179883,34846376,10512922,2313271,0,1164200.75,289658.75,761718.68,0,30627239.16,29953238.61,-6367670.829,7877323.808,437233,0,1092990.01,0.892292249,0.623093558,0,39052649,1
12203754.25,167610171.3,15326245,66261067.99,38681357.23,4734821.63,0,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,203964.89,2452792.57,1.416096991,1.286609327,0.583772016,157042015,0
98761.09,113435599.4,15326245,65488683.79,0,0,0,29628.33,0,35068758.8,33210906.12,-13786.54,93793.43,483284,9250.69,0,2.166610635,1.873880614,0,52356246,1
3014393.6,30632461,7410534,4491230.08,10642839,900045.9,289658.75,890768.52,329935.625,12220745.55,10380627,-650406.72,1975523.27,515002,47431,1336280.18,1.545566851,1.171666899,2.369693561,30462402.92,1
-2086812,1847971,115039,158830,6000000,496875,20000,0,0,496318.95,344550.35,-26462.27,134940.87,43290,20141,84318.15,0.722628642,0.677643912,37.77623875,8557290,1
12203754.25,167610171.3,15326245,66261067.99,992637,92299.55,289658.75,3892104.498,329935.625,33231691.86,25236234.4,1745257.19,1203330.27,3289713.125,112493,3156663.73,2.402200971,2.182544131,0.014980697,70766221,1
0,0,0,0,0,0,0,0,0,4962660.2,21271.25,4339737.91,11935.04,589716,0,137774.8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1089478.78,620598.47,35553.17,357392.14,75935,0,0,0,0,0,0,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,2423806.3,329935.625,63027825.07,33210906.12,9093209.121,6361477.41,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
12203754.25,18532275,147775,64192044,58154185,3442543.88,289658.75,3575401.27,0,835210.92,519128.81,140823.43,145649.68,29609,19969.41,994981.1,0.467468737,0.463741176,0.905940696,97798066,1
-3606012,4859961,0,3268155,0,3281250,0,0,329935.625,3167885.26,512141.83,-4543599.79,7178936.22,20407,330826.6063,0,0.291864202,0.291864202,0,16651446,1
37185,2699088,1118211,-254099,2996686,8125.9,0,13921.83,0,1515299.26,1503953.97,-833243.67,844588.96,0,0,0,15.78894167,9.247706905,-11.79337975,3167634,1
12919,0,0,1,1,0,0,15470.4,0,974912.95,796550.92,57788.03,0,120574,0,0,0,0,1,1,1
179244,5075597,1074143,382258,0,460344.5,7400,53773.2,0,10144302.83,9980834.71,163468.12,0,0,6033.67,0,0.71542329,0.564019047,0,7094537,1
0,0,0,0,0,0,0,0,0,504613.62,379954.63,124658.99,0,0,0,0,0,0,0,0,1
-271372,1143699,0,-815045,2237438,164598.26,0,0,0,822262.61,354026.57,-486230.72,883221.76,71245,0,0,5.385534339,5.385534339,-2.745171126,2449803,0
-465459.4,1644713,420000,-165459.4,845039,0,0,0,0,893702.03,865464.99,-361325.25,363070.29,26492,1995,56238,1.704130227,1.268957224,-5.107228722,1810172.4,1
82888,948313.75,45890,8387283.25,15206013,167047.5,0,36222.75,0,764024.12,541019.66,210022.46,0,12982,8592.35,0,18.966275,18.048475,1.812984318,15256013,1
-8317999.75,24094554,11700029,-39756640.79,80157034,2772732.56,0,0,47300,13734753.44,8759738.28,1455823.1,3456210.06,62982,0,1050130.95,1.65869446,0.853252148,-2.016192324,94683250,1
10739136,167610171.3,15326245,59706942,4626043,720771.13,289658.75,3386111.5,41379.31,63027825.07,33210906.12,5927414.88,3493028.86,3289713.125,215758.3,7830261.319,1.416096991,1.286609327,0.077479148,122986700.8,1
32490.25,718366.78,94038.28,242069.78,0,0,0,9747.08,0,660943.09,594118.72,11522.37,0,55302,317,0,1.246521811,1.083345046,0,576297,1
415451,2582729,0,2050499,2341788,211653.2,0,118801.14,0,3241951.11,1111590.03,-586890.7,2070607.78,646644,0,1035336.9,23.37120958,23.37120958,1.142057616,2452297,1
433421,16096431,507245,4870907,82970981.25,5285709.01,0,129231.05,0,2584891.44,2538234.2,46400.56,256.68,0,0,0,30.92779161,29.95316763,17.03399002,83491433.25,1
-8317999.75,167610171.3,15326245,66261067.99,59645367.44,5292318.225,0,3892104.498,0,63027825.07,33210906.12,9093209.121,1781991.05,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0.900157049,178006025.2,1
313371,30102191,15326245,859805.35,22361836.65,25473.25,80000,524633.52,0,14741007.28,14239717.81,-6367670.829,6753748.41,193144,27792,169061.05,4.25712086,2.089648157,26.00802222,29432857.65,1
-8317999.75,75880488,8481215,-7000029,0,202830,0,1861.8,0,44061595.82,33210906.12,-2473117.77,3767143.92,2672219,114193.12,4825212.5,0.876005882,0.778094095,0,86620980,1
108239,20264257,14691016,4194963,9168506,40800,0,25653.95,0,5786512.3,5772324.2,-6367670.829,7877323.808,0,0,158850,2.823213672,0.776463217,2.185598776,16346233,1
12203754.25,167610171.3,0,66261067.99,82970981.25,165886.98,289658.75,3892104.498,0,34758621.97,2775702.5,9093209.121,0,1474936,330826.6063,0,4.761888387,4.761888387,1.252182975,118169238.3,1
-2932751,167610171.3,15326245,-3270874,82970981.25,166807.1,56912,0,329935.625,40571376.14,25781435.09,2155621.58,7429678.47,3289713.125,330826.6063,6927327.41,4.722991552,4.291122023,-25.36660882,118459118.3,1
110937,2549148,758721,303051,0,0,0,33281.1,0,1169940.76,1134133.42,-740130.15,775937.49,0,0,0,1.151992755,0.80911698,0,2212816,1
0,0,0,0,0,0,0,0,6200,1116109.56,1033119.77,82989.79,0,0,0,0,0,0,0,0,1
49162.01,373612.3,0,246833.05,0,0,0,13861.43,0,92412.92,73655.46,-317041.35,334398.81,1400,0,0,1.234197604,1.234197604,0,302716.76,1
816259.85,77163736.81,15326245,66261067.99,0,1555512.93,0,79330.78,0,9543702.84,9377993.97,-745249.39,910958.26,0,0,418123.95,54.12302418,43.37312063,0,1425710,0
-5205789,2068317,0,-6493747,8432841,4380910.72,0,0,329935.625,11818356.93,8295805.02,1792428.71,1573134.2,156989,113197,3312710.49,0.048579206,0.048579206,-1.298609416,51009021,0
-1717597,1650370,740371,-3539287,5210366,13792,0,0,0,1031792.64,841310.51,96353.47,94128.66,0,9583,106260,61.12481481,33.70366667,-1.472151312,5237366,1
70005,826356,708180,1283500,352624,0,0,21001.5,0,431101.78,391444.05,-17843.45,57501.18,0,0,0,1.917610749,0.274234795,0.274736268,783554,1
447371,3050125,1592095,806580,10350833,109250,0,134211.3,329935.625,7345673.18,7228753.06,-7909.43,124829.55,0,0,0,1.625899139,0.777217236,12.83298991,12226795,1
-5175744,4258878,0,-7449865,30493176,4658667.5,20400,0,0,7451305.42,7096181.2,-1971512.2,2326636.42,0,0,183380,3.051976819,3.051976819,-4.093117929,31888625,1
10017103.11,19626217.5,0,66261067.99,0,5292318.225,289658.75,2952116.9,0,4789261.91,0,4580506.91,0,208755,233384.38,0,9.915565595,9.915565595,0,1979334.14,1
67476,1377591,0,265477,1000000,65150.75,0,20242.88,329935.625,3941299.91,3904161.9,-76184.37,113322.38,0,0,0,1.912691239,1.912691239,3.766804657,1720237,1
2207785.73,67392040,15326245,28706195,42433537,909407.73,289658.75,493455.31,0,17122237.28,13964509.24,349866.05,2442847.99,365014,330826.6063,2227178.6,11.07463427,8.556049609,1.478201378,48518798,1
406191,906353,183943,867539,0,876.9,0,121923.3,0,740466.32,224877.24,446634.08,0,68955,0,0,16.40279789,13.07387433,0,55256,1
-1679655,3910694,0,-7869451,17393857,753731.7,13741,0,329935.625,2323302.38,1254138.41,-6367670.829,7877323.808,4916,0,144908.3,1.882895987,1.882895987,-2.210301201,19470814,1
160661,6460543,3413103,567421,0,197553.75,0,46267.78,0,2856519.66,2676926.96,167739.49,11853.21,0,0,152060,0.872982293,0.411786,0,7400543,0
100,0,0,100000,0,0,0,30,0,5211426.59,4415421.23,585536.78,26649.58,183819,39110.99,74800,0,0,0,0,0
12620.28,218583.43,0,214797.3,0,0,0,3786.09,0,186826.4,148557.51,14913.89,0,23355,0,0,0,0,0,0,1
-6967,161171,0,93033,0,2069,0,0,0,463448.21,339645.36,123802.85,0,0,0,0,1.857686234,1.857686234,0,86759,1
-2740665,764682,0,-15348083,0,807201.41,0,0,0,697394.53,288125.8,304332.73,0,104936,0,503381.15,0.038083539,0.038083539,0,20079069,1
-36098,18311061,3106995,-372202,0,78647.5,225000,0,0,9514890.61,8973257.86,246381.71,277621.04,17630,310240.32,197376.77,0.91555424,0.760204288,0,19999974,1
1298509,22649053,11002489,13252183,8513787,123762.25,289658.75,333427.5,0,2935366.32,1360023.24,1030852.12,544490.96,0,0,1594024.02,11.36039126,5.841724324,0.642444117,10507473,1
0,0,0,0,0,0,0,0,329935.625,212700.2,87398.65,-775868.5,876903.05,24267,0,0,0,0,0,0,1
10944,615943,0,212836,0,0,949,3973.8,0,3824782.47,4200570.71,-6367670.829,6977050.59,176,0,0,0.560389871,0.560389871,0,1099133,1
-1152678,1083057,61290,811118,0,62900,0,5010,0,606558.19,395583.87,-272524.1,403300.42,80198,0,273459.85,1.71794099,1.62072302,0,630439,1
21081,343290,0,115810,409570,21326,0,5270.25,0,110108.04,53413.92,55752.12,0,942,0,0,75.06888257,75.06888257,3.536568517,414143,1
26047,1199603,0,1369138,0,66150,0,7517.58,45000,1932995.39,1889480.1,-1109159.42,1149244.71,3430,0,0,5.336407231,5.336407231,0,224796,1
-3976569,25424662,10861696,-14416364,0,779602.23,0,0,0,9164712.63,7264392.31,438967.94,275444.38,1185908,8596,748573.15,0.447156253,0.25612617,0,56858563,1
45426.52,2697548.47,0,2697548.47,0,0,0,13627.96,0,63027825.07,33210906.12,-1694975.46,2614107.34,0,0,0,0,0,0,0,0
729838,938240,0,1868309,1127478,37292.15,0,37123.82,329935.625,3109487.91,1907636.34,-710239.23,1446681.8,465409,0,308597.1,1.890785684,1.890785684,0.603475121,1623695,1
12203754.25,167610171.3,15326245,66261067.99,80356852,2677639.65,0,3892104.498,329935.625,48049637.31,27903346.85,-6367670.829,7877323.808,3289713.125,0,340151.75,1.416096991,1.286609327,1.212731011,198717509.8,0
185339,3369100,0,341238,1266279,4094.9,0,55888.8,0,1269935.06,269176.08,851690.26,70787.72,78281,19658,0,1.874907482,1.874907482,3.710838183,3063221,1
-1893585,9335133,3815461,10196052,0,0,0,0,0,5644664.83,5433412.03,-6367670.829,7877323.808,22951,77206,118450,40.2111237,23.77600979,0,232153,1
-159463.52,40000,0,100000,170000,0,0,0,0,6439930.08,6433880.12,-126639.58,132689.54,0,0,0,0,0,1.7,170000,0
12203754.25,7481895,0,16757347,0,19857.45,289658.75,3892104.498,0,2169000,96463.07,1793536.93,0,279000,0,0,0.336258627,0.336258627,0,22250418,1
12203754.25,167610171.3,0,66261067.99,7344125,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,9093209.121,36416.43,2988707,330826.6063,7830261.319,1.416096991,1.416096991,0.1108362,125704782.8,1
-345469.84,182884,0,-225005,358900,0,0,0,0,2383879.05,2363608.28,-75187.11,95457.88,0,0,0,3.733164588,3.733164588,-1.595075665,407889,0
1324597,25626711,8829880,2368805,10526206,17184.9,0,380081.13,0,63027825.07,33210906.12,-6367670.829,7877323.808,0,0,92400,2.046000195,1.341035122,4.443677719,23051479,1
-6117610,43954621,0,66261067.99,82970981.25,5292318.225,18000,0.09,0,14727000,2985920.03,222858.1,7877323.808,264000,0,0,0.37136175,0.37136175,1.252182975,201331639,1
204435.14,491661,0,243105,0,27500,0,61330.54,0,142843.95,55875.66,86968.29,0,0,0,1222318.74,1.822823246,1.822823246,0,269725,1
750210,8497995,1185096,832972,823121,5292318.225,10000,0,0,3032516.67,2576044.47,-6367670.829,7877323.808,236004,0,0,0.342619104,0.29483883,0.988173672,25626160,1
-8317999.75,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,1063204.8,198100,63027825.07,33210906.12,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,100000,2279657.7,0,63027825.07,33210906.12,9093209.121,1780647.19,150851,0,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
95521,2068985,626195,2073268,0,24785.5,0,28656.45,14270,2271396.49,1585638.11,685758.38,0,0,40517,407800,10.88194919,7.588439489,0,190130,1
-2458457,8133178,4398622,23317045,725600,1426731.25,0,40116.9,0,10406686.94,10247747.31,118971.31,39968.32,0,0,784647.4,4.974210874,2.28403572,0.031118866,2360669,1
5783669,29357565,0,13341805,82970981.25,183953.75,0,1688870.03,329935.625,6696202.95,2055018.4,4342984.55,0,298200,214535.62,0,35.30930073,35.30930073,6.218872278,83802421.25,1
479944,10253266,1176600,819082,27417156,0,0,143983.2,0,18306886.42,17926559.35,-6367670.829,7877323.808,319923.15,0,183738,2.576422115,2.280768198,33.47302956,31396809,1
-103859.35,1271808,0,-3859.35,0,0,0,0,329935.625,3151582.39,2781964.44,-164291.26,424769.21,109140,16518.78,0,0.765783874,0.765783874,0,1660792.35,1
0,0,0,0,0,0,0,0,0,129040.22,42255.94,60204.75,22216.53,4363,0,0,0,0,0,0,1
5614266.04,20651651.51,2920872,5493033.04,12245321.21,258198.75,0,1565193.62,0,13721568.71,13005457.18,-1025300.64,1279924.17,461488,21305,406930,4.200614907,3.606499784,2.229245869,17161661.31,0
12203754.25,52325319,5238364,48236966,4455334,73414.9,0,3892104.498,329935.625,8757652.8,6134113.77,-6367670.829,7877323.808,1106722,0,298380,37.37608217,33.63430807,0.092363479,5855302,1
4481638,62442164,0,-6628771,75915674,5292318.225,289658.75,595404.25,329935.625,53595868.7,12872861.32,9093209.121,235537.1,3004420,0,7830261.319,0.661505773,0.661505773,-11.45245084,170309656,1
-3304171,6845572,0,-3407575,0,136764.7,0,0,0,5699262.33,1817350.7,3819268.93,41852.7,20790,0,2141738.04,0.564608636,0.564608636,0,12124455,1
6090986,27668862,0,28002059,751248,746277.5,0,1889565.6,0,6021482.09,0,4736939.65,27140.44,1257402,174438,0,11.03381223,11.03381223,0.026828313,3258891,0
0,0,0,0,0,0,0,0,0,63027825.07,33210906.12,4112719.96,0,258714,1470,0,0,0,0,0,0
-3646116.84,73591910,0,66261067.99,66111361,4213215.83,29389,1256980.22,329935.625,13277861.67,3812344.19,6027596.13,2191726.88,1322112,330826.6063,6439428.73,0.621759894,0.621759894,0.997740649,184472018.8,1
-4420831,6249097,0,-4120832,0,0,0,0.6,0,10184246.59,8060168.06,-373168.92,1293823.45,1203424,0,167275.9,0.591214606,0.591214606,0,10569930,1
-1390357,130768,56800,-2083940,6327275,521761.4,0,0,0,450873.09,370951.1,78473.02,1448.97,0,0,0,3.836638892,2.170167821,-3.036207856,6361359,1
12203754.25,33610096,0,30393026.6,0,756398.75,0,3892104.498,0,19702630.88,1915137.69,9093209.121,0,3237862,0,4501760.7,4.21969341,4.21969341,0,7965056.4,1
1946920,14029047,0,2429403,3661648,38128.55,0,525419.1,30000,2103030.27,162219.65,1574684.74,3032.88,363093,41717.85,7830261.319,1.698802245,1.698802245,1.507221321,11919847,1
-1501.79,271200,250200,5162975,152000,266468.75,0,0,0,14057.92,11319.28,-5426.02,8164.66,0,0,0,36.16,2.8,0.02944039,159500,1
1972464.34,28445128,15326245,13851188,14902880,2438.88,289658.75,637465,329935.625,15267012.81,11901989.47,3041735.39,0,323287.95,125245,394485.2,37.94221658,17.4989369,1.075927928,15652576,1
236104,329585,0,263474,74520,12403.25,0,73804.7,0,457304.15,5576.28,365761.87,39026,46940,0,0,5.913641828,5.913641828,0.282836257,130253,1
-396794,9708918,3186500,8093701,3947156,435850,0,0,0,10092017.33,9943421.94,-839214.92,965346.31,22464,15247,60760,2.992079505,2.010068807,0.487682458,7192029,0
613508.67,5411015,5074880,5174461,0,0,0,184052.6,0,1202242.02,1015778.08,25494.94,14449,146520,0,1157530.75,270.55075,16.80675,0,20000,1
-3888000,3820000,604000,5520000,1517000,0,0,0,0,2211765.89,1491000.06,230227.88,235091.95,255446,0,443454,1.050027488,0.884002199,0.274818841,5155000,1
-448923.6,100000,0,200000,0,0,0,0,0,189548.48,155811.84,17449.41,12241.23,4046,0,0,0,0,0,0,1
-825947,17308,0,-546871,638299,34250,60000,0,0,63027825.07,33210906.12,-119093.07,1071240,3289713.125,0,0,0.225864544,0.225864544,-1.167183851,714929,0
-1977506,5356923,3833931,-2846736,0,4500,0,0,0,23063166.36,22391988.79,-355890.48,1027068.05,0,0,215423.8,0.649429562,0.184635103,0,8248659,0
1091730,1979114,0,1268423,763625,50231.25,31618,366906.9,329935.625,3253178.3,768151.71,1012134.52,984951.07,487941,0,26131,1.74097783,1.74097783,0.602027084,1900408,0
2,0,0,2,0,0,0,0.6,329935.625,37820420.74,24831340.93,-6367670.829,7877323.808,1063912,330826.6063,7830261.319,0,0,0,0,1
143744,602025,0,290611,89261,34030.9,15565,43122.93,0,413604.62,173019.17,203474.24,16783.21,20328,26863.63,54200,1.652258038,1.652258038,0.30714942,453626,1
445553.7,9283579,1060221,15715859,0,1559750,0,120255.82,0,16443088.58,16223951.77,219136.81,0,0,10692,0,6.70328392,5.937742702,0,1384930,1
-1281672,57307650,0,46829137,400000,61400.55,0,208555.8,0,37532439.6,32154705.08,-6367670.829,7877323.808,3289713.125,0,1426409.9,5.325323617,5.325323617,0.008541691,11161346,0
-74503.16,285846.7,0,274566.7,137150,15580,0,0,0,88035.96,48661.6,39184.61,70.75,119,0,0,19.91963066,19.91963066,0.499514326,151500,1
-179633.52,32269796,10535636,1003925,27457428,3463060.5,289658.75,479732.51,329935.625,63027825.07,33210906.12,12272.16,695082.47,280802,0,296316.95,0.893418957,0.601730193,27.35007894,63576872,1
2267546.09,2467546.09,0,2467546.09,0,0,0,11253.33,0,1547711.62,1464344.48,-6367670.829,7877323.808,0,0,0,0,0,0,0,0
2947724,7332414,0,11966109,0,1325190,0,0,0,913280,739280.8,-6367670.829,7877323.808,115463,0,94310.25,3.098372855,3.098372855,0,2366537,0
12203754.25,0,0,2,0,0,225000,3892104.498,132800,23577365.65,4294160.56,9093209.121,0,2538635,0,7830261.319,0,0,0,0,1
79537,3223514,842617,294798,3141533,260325,15409,23861.1,0,1922811.87,1904550.35,-142600.4,160861.92,0,0,116520,1.623706669,1.199274561,10.65656144,5126814,1
10500,291600,0,110500,0,0,0,3150,0,5961416.62,6108444.48,-377302.14,197068.28,33206,0,0,1.610160133,1.610160133,0,181100,0
12203754.25,167610171.3,15326245,66261067.99,17052864,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0.257358725,135413521.8,1
29677.49,6699301.22,2515914.7,350995.56,6770393.61,0,0,24375.38,329935.625,7686878.85,7673432.71,-763173.08,776619.22,0,0,0,3.577949839,2.234254982,19.28911468,8642779.06,0
0,0,0,0,0,0,0,0,0,3647893.28,1797575.42,1426019.55,74993.31,349305,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,369915.2,297914.64,25767.56,0,46233,0,0,0,0,0,0,0
-2237607,2183840,356800,-1337607,7730679,0,20000,34946.1,0,679583.12,416279.71,122550.21,30514.2,110239,0,0,0,0,-5.779484557,7730679,1
-4041231.25,0,0,1,0,20,0,0,0,3191672.01,3638379.01,-6266240.32,5819533.32,0,0,0,0,0,0,0,1
12203754.25,167610171.3,0,-39756640.79,82970981.25,1599857.03,0,2380514.59,329935.625,21390445.65,2947152.86,9093209.121,5119154.75,3289713.125,330826.6063,7830261.319,11.25978773,11.25978773,-2.086971625,97856712.25,1
118887,3207,0,183221,110676,65139.5,0,35666.25,0,847360,6758.62,840601.38,0,0,0,0,0.071266667,0.071266667,0.604057395,155676,0
4745691,80459512,15326245,10482736,31600000,0,0,1428213.9,0,56289986.19,33210906.12,-979932.68,1913233.71,0,0,1100581.75,2.067297547,1.673510561,3.014480189,70520141,1
-454961,2401929,0,3238041,0,101490,0,0,0,578895.86,0,521372.86,0,57523,0,92800,32.02572,32.02572,0,75000,1
1442307.54,45092231,4289972,11381424,17801044,2940101.21,177400,432692.05,0,18818897.8,16088010.86,1949595.21,137067.88,644223.85,17504,1994924.2,0.380973136,0.344728221,1.564043656,136161701.8,1
-8317999.75,96085359,15326245,-39756640.79,82970981.25,5292318.225,0,0,329935.625,26636610.76,18889892.75,6155037.92,1320970.09,270710,330826.6063,1269440.7,4.996141258,4.199223957,-2.086971625,102202895.3,1
772718,10740259,2830086,7039116,0,0,80000,231815.4,0,19543745.74,19467227.42,76518.32,0,0,3545,258720,3.177401528,2.340148015,0,3380202,1
62099.66,15313297,0,10895728.66,1763300,0,0,18629.9,329935.625,12462272.46,12286379.62,-2331807.43,2311643.27,196057,3113.6,0,5.460710297,5.460710297,0.161834059,4567568.34,1
3401915,29884501,0,4134203,0,144067.6,126168,975927.48,329935.625,4993576.53,208423.1,4344387.36,7786.07,432980,0,4572986.21,1.147611977,1.147611977,0,26040597,1
0,0,0,0,0,0,0,0,0,2087226.8,1952785.26,134441.54,0,0,0,0,0,0,0,0,1
-1258440,1453616,69067,-2719564,346250,26993.85,0,4172.75,0,2677914.35,2366661.31,-399609.96,619591,91272,0,102360,0.361570476,0.344390844,-0.127318202,4366534,0
645812.28,21889316.1,3229961.16,6763490.35,6636326.28,105273.4,0,193743.86,329935.625,63027825.07,33210906.12,-208813.65,377045.26,0,1332,0,2.10189739,1.791743939,0.981198455,17050400.82,1
-8317999.75,167610171.3,15326245,-39756640.79,82970981.25,0,196484,766283.35,329935.625,63027825.07,33210906.12,9093209.121,1499522.92,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,-2.086971625,201331639,1
5429111,55415300,0,37105896,0,15689.7,0,50090.7,0,7403729.84,4644638.3,-2160188.31,4799425.85,119854,0,0,3.0029335,3.0029335,0,18453722,1
-6639220,3159207,750055,-9639326,29460553,731552.35,0,0,0,1616663.7,1114881.87,236492.92,265288.91,0,0,0,1.601399346,1.221197103,-3.056287649,31433332,1
-1909828.3,1,0,2,1,0,2126,0,0,473946.32,374500.73,-1850743.97,1948889.56,1300,0,0,0,0,0.5,1,1
-8317999.75,167610171.3,0,36233399,82970981.25,66527,168112,3707105.99,0,33860170.95,4826906.19,9093209.121,5785465.29,0,0,7830261.319,3.510823924,3.510823924,2.289903336,130711960.3,1
12203754.25,167610171.3,15326245,66261067.99,0,5292318.225,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0,118360657.8,1
1280659,5673853,956000,1527848,9333418,0,0,41779.8,0,2968432.69,2175185.87,-1599854.47,2092083.29,301018,29396,0,2.724554955,2.265488685,6.108865542,11415906,1
128518,15645370,2133466,-917051,20750589,1038621.6,199853,120168.42,0,6790907.37,6163053.5,-5599749.03,6095588.6,132014.3,100535.68,897356.5,0.660854327,0.570737556,-22.62751908,44425050,1
-267803.08,33340,0,3670710,0,413630,0,28377,0,104501.9,38230.01,66271.89,0,0,0,0,0.390855803,0.390855803,0,85300,1
12203754.25,53360807.33,0,66261067.99,25624182.17,5292318.225,0,3892104.498,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,1611878.45,52.25931322,52.25931322,0.386715502,26645259.64,1
-8317999.75,29440634,12905703,-39756640.79,82970981.25,5292318.225,0,0,255120,11727225.85,10013080.66,665339.68,1047463.51,1342,0,2734545.35,2.461287926,1.382348832,-2.086971625,94932456.25,1
-34365,173222,0,157142,0,0,0,0,0,398434.75,268576.97,58013.61,42492.12,29352.05,0,0,1.275754898,1.275754898,0,135780,1
-16668.21,521841.41,358740,558272.25,0,0,0,0,0,603187.78,538890.21,64297.57,0,0,0,0,1.04089497,0.325331478,0,501339.16,0
148705,570947,30283,547951,0,16187.5,0,47556.4,0,613391.79,438450.54,154252.3,0,20688.95,0,0,9.515783333,9.011066667,0,60000,1
235180,2296270,1325283,2615602,0,39962.85,0,67611.8,0,3089523.07,2853049.78,112012.04,79680.25,44781,0,0,15.75788145,6.663283512,0,145722,0
25803,382400,0,359307,0,0,0,11022.3,0,458002.59,315242.41,-84465.2,149613.38,77612,0,0,5.754529585,5.754529585,0,66452,1
-99572.1,198966,0,1261101,0,103665,0,1286.99,0,1450577.77,1425788.56,-33970.64,42571.85,16188,328.38,0,3.684555556,3.684555556,0,54000,1
2107108,5209361,0,5048043,0,0,0,632132.4,0,2729256.12,1734836.5,-4578522.04,4980114.66,592827,0,0,74.41944286,74.41944286,0,70000,1
209936.36,3004677.04,1153800.13,248616.92,0,109639.58,15000,62702.34,329935.625,6622015.49,6566478.37,-172187.03,227724.15,0,0,132300,0.882700491,0.543742284,0,3403959.86,1
-5246599,167610171.3,15326245,-39756640.79,10912182,1670268.61,289658.75,3892104.498,329935.625,63027825.07,14135966.29,9093209.121,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,-0.274474447,129272839.8,1
1144250.61,20172093.14,0,-213731.87,10790810.76,279409.73,30000,346935.78,0,5943920.2,3898444.65,1608571.12,86417.43,350487,245952.33,288320,1.481775709,1.481775709,-50.48760749,24404269.95,1
-8317999.75,167610171.3,4600000,66261067.99,82970981.25,5292318.225,289658.75,2285425.06,0,45714583.55,15987540.98,9093209.121,4590579.3,2170745,330826.6063,7830261.319,1.416096991,1.377232725,1.252182975,201331639,1
