net_profit,current_assets,total_inventory,proprtor_capt_reserves,total_debt,capital_allowance,installment_tax_paid,tax_payable_IT,sales_exempt,output_VAT,input_VAT,VAT_payable,less_crdt_bal_prv_mnth,WVAT - credit,VAT_advance_paid,paye_payable,current_ratio,quick_ratio,Gearing_ratio,total_liabilities,payment_time
12203754.25,126021013,15326245,27787786,0,30864.13,0,3892104.498,0,63027825.07,33210906.12,9093209.121,1257134.09,3289713.125,330826.6063,1345183.85,1.276489623,1.121247317,0,98724667,1
-1238341,40474801,15326245,66261067.99,44445252,435509.91,0,57355.65,329935.625,6483279.84,6117973.88,364258.2,1047.76,0,0,0,86.30205548,53.62279793,0.670759669,44914242,1
944672.93,817524.52,100000,726285.93,0,156250,0,280479.93,0,2664005.03,2248539.97,-318320.06,375526.82,358258.3,0,0,1.6394822,1.438939934,0,498648,0
12203754.25,167610171.3,15326245,66261067.99,82970981.25,1353835.61,289658.75,3892104.498,0,51579050.78,33210906.12,-6367670.829,7877323.808,231130,330826.6063,3465742.25,2.08311825,1.892638279,1.252182975,163432170.3,1
508320,4077355,1971562,1275953,1004409,114603.38,0,149180.76,0,3206813.63,2795532.96,351131.53,60149.14,0,13542,0,1.802565725,0.930954083,0.787183384,3266382,1
1274893,9796464,1785772,2439217,6677334,517566.45,25000,663603.61,0,11493923.7,8920642.76,1853641.42,77042.52,642597,330826.6063,390620.8,2.717578817,2.222198427,2.73749076,10282184,1
4621867,24808105,1638552,9877518,0,9523.05,289658.75,1360179.85,0,10903712.28,8592116.06,-222434.06,1703536.28,830494,0,1031193.55,1.653191229,1.543999504,0,15006192,1
-30316,2030353,615632,113165,10479240,67450,0,0,0,3172380.84,3114948.17,2370.05,55062.62,0,0,0,0.945252399,0.658638384,92.6014227,12627188,1
1108776,6158514.9,0,1346802.9,5962448,85220,0,412818.45,0,2081793.15,1711200,-2505405.85,2603376.75,272622.25,0,0,12.77777065,12.77777065,4.427112534,6444419,0
-272442.23,2500057,841903,-67897,1645694,0,0,2782.99,0,2627067,945169.25,1276135.24,204489.51,201273,4005,0,1.772044439,1.175302233,-24.23809594,3056526,0
1942439,6510663,0,4808535,1230396,168339.68,0,560780.17,100000,3868663.96,210816.73,2760742.65,115436.58,781668,0,435907.15,4.365614131,4.365614131,0.255877518,2721747,1
-8317999.75,44120971,0,-39756640.79,0,5292318.225,0,0,264265.84,14893973.15,5923042.43,6114247.43,1261573.29,1595110,330826.6063,7830261.319,0.3727672,0.3727672,0,118360657.8,1
275447,375447,0,375447,0,0,0,82634.1,0,544368,159353.75,294780.58,22187.67,68046,0,0,0,0,0,0,0
12203754.25,167610171.3,15326245,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,29106820.25,9093209.121,2916611.51,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,1.252182975,201331639,1
2066543.17,120594053.4,15326245,21747862.29,56666920.51,5292318.225,289658.75,633723.56,329935.625,63027825.07,33210906.12,2518872.27,89797.55,0,168651.28,7830261.319,1.211629169,1.057643753,2.605631751,156197417.5,1
-291549,10557055,0,-11166893,28132032,3595338.01,60000,247088.3,85000,11224019.14,4293243.31,4295953.92,468478.91,2166343,330826.6063,639327.7,1.328643064,1.328643064,-2.519235386,36077774,1
-943756,395197,0,-2796189,1471911,348467.08,0,0,0,534449,0,-1061620.8,1387593.8,208476,10727,0,0.137905729,0.137905729,-0.526398967,4337615,1
1084525.33,2415015,561300,66261067.99,0,0,0,314079.6,329935.625,1387054.45,38339.91,1348714.54,0,0,0,52770.2,7.804948598,5.99091529,0,309421,1
-8317999.75,14892066,3071491,-39756640.79,50040517,5292318.225,289658.75,0,0,56560469.4,33210906.12,-6367670.829,7877323.808,0,241223.6,130848.3,0.237108629,0.188204936,-1.258670652,112847451,1
-5349006,6489888,2607050,-4515232,0,3658599.5,0,0,0,6767745.1,4437050.26,-2903563.78,5234258.62,0,0,665261.78,0.145838784,0.087253951,0,44500426,1
-2484755.7,201286.3,0,-2189968.7,0,16250,0,0,0,1926815.28,1874121.89,-24689.48,35833.52,41549.35,0,0,0.080514359,0.080514359,0,2500005,1
3999414,4620954,0,4555454,0,0,0,1152264,0,5832760.34,4563986.96,406487.74,10276.79,852008.85,0,0,70.54891603,70.54891603,0,65500,1
-71055.28,1953425,0,104399,584535,229986.36,6414,51353.76,0,1867302.85,9503.4,1843523.45,0,14276,0,222900,0.72361992,0.72361992,5.599047884,3284053,1
-4202612.57,575654,0,-1960777,1752605,115721.1,0,0,0,1380289.43,1354060.22,-443833.89,470063.1,0,0,0,0.271362488,0.271362488,-0.893831884,3873952,1
199210,935756,0,2487458,0,56587.5,0,62363.1,0,746881.48,655482.7,11586.69,28817.74,50994.35,0,0,3.271691094,3.271691094,0,286016,1
0,0,0,0,0,0,0,0,0,12262719.51,9962913.18,-159754.53,609835.86,1849725,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,216948.4,71252.54,29289.57,33795.29,82611,0,0,0,0,0,0,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,329935.625,63027825.07,6137437.74,9093209.121,2327455.06,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,1.252182975,201331639,1
-8317999.75,167610171.3,0,3987025,57513718,0,0,0,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,14.42522131,175874375.8,0
0,0,0,0,0,0,0,0,0,2780436.61,1263268.06,695637.07,530048.48,291483,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,53306.5,37689.6,-77634.17,91552.07,1699,0,0,0,0,0,0,0
-8317999.75,24960201,2001730,66261067.99,82970981.25,5292318.225,0,252833.95,329935.625,8138534.22,3476801.95,4507456.34,34842.63,119433.3,330826.6063,1268375.9,0.210882581,0.193970458,1.252182975,201331639,1
373731.96,14234944.02,0,958127.05,82970981.25,5292318.225,0,107860.62,0,8727456.11,7540542.15,1002197.16,171214.8,13502,0,7830261.319,26.67558171,26.67558171,86.59705542,83504613.25,1
-895674,8462118,5336140,-4363516,11160280,72628,2897,0,0,1482636.35,1463156.8,-5187726.72,5203946.27,3260,0,93027.5,3.649028075,1.347981851,-2.557634715,13479286,1
46841.39,54852.84,0,4810837.84,24515,20507.81,0,14052.42,0,219397.9,12167.1,100181.46,44362.34,62687,0,56447,1.994648727,1.994648727,0.005095786,52015,1
0.21,0,0,0.01,0.2,0,0,0,0,7580580.52,673600,3969519.04,2937461.48,0,0,0,0,0,20,0.2,0
0,0,0,0,0,0,0,0,0,377735.02,359715.14,18019.88,0,0,0,0,0,0,0,0,1
-3465808,35081695,257704,-15702572,35721639,731324.3,88441,0,329935.625,19218269.7,10927345.79,-4174311.8,7877323.808,3289713.125,330826.6063,3074988.67,1.961635825,1.947225991,-2.274890954,53605537,1
-8317999.75,5213748,958472,-13095101,28389205,1350603.8,0,0,0,13250857.62,9823745.75,2001163.54,1425948.33,0,102568,0,1.427066246,1.164720801,-2.167925623,32042678,0
12203754.25,18588807,0,66261067.99,82970981.25,861408.95,289658.75,3892104.498,329935.625,8968280,25600,8852606,0,90074,330826.6063,244702.4,1.152430815,1.152430815,1.252182975,99101066.25,1
529152,4827287,954003,5916718,0,379757.48,17000,261952.2,60734,1137460.88,1092458.26,-214219.06,255206.68,4015,0,0,6.521836111,5.23294419,0,740173,0
-4888840.27,2062845,0,2090597.1,0,164768.32,0,0,0,4646224.82,3409235.72,121672.66,103792.44,1011524,37977.68,3482571.8,4.027900629,4.027900629,0,512139,1
-6334236,12930525,0,-17813031,7749600,3622442.86,242000,177686.6,329935.625,10030370.5,7318051.43,-1234342.5,2078046.57,1868615,33199,518412.5,0.355612775,0.355612775,-0.435052294,44110850,1
163576,3140336,0,16445055,0,1672581.13,0,73588.1,0,2169298.2,1398294.2,-899575.66,1051241.66,619338,1251,75397.5,11.13740455,11.13740455,0,281963,1
204025,209045.4,0,346655,0,0,0,61207.5,0,8087483.62,7077590.53,351793.36,7890.38,650209.35,0,0,0.499864181,0.499864181,0,418204.4,0
-249868.51,14473390.51,9319707,6142936.26,1268290,14721.27,0,82771.91,0,13309456.48,12847808.71,-3883082.62,4344730.39,0,0,0,2.013190837,0.716856801,0.206463155,8457568.95,1
-8317999.75,19187326,0,-39756640.79,17230,2877208.3,0,0,0,2683008.82,1822828.9,-3227365.63,4085045.55,2500,0,1087971.04,0.162108984,0.162108984,-0.000433387,118377887.8,1
5343971.39,2034017,563891,4351344,0,0,0,1603191.42,329935.625,1239068.82,1015905.82,-480036.51,549107.51,154092,0,0,0,0,0,0,1
6831020,19759920,0,7838640,29168753,2089071.8,289658.75,2030196.5,329935.625,12408920.92,3959233.46,3961483.98,3101083.48,1387120,3024,4561660.69,1.436495658,1.436495658,3.721149715,42924395,1
0,0,0,0,0,0,0,0,0,283892.68,59124.76,38403.13,167307.79,19057,0,66501.4,0,0,0,0,1
-8317999.75,167610171.3,15326245,66261067.99,0,0,0,0,0,33715177.69,0,9093209.121,753606.67,3289713.125,0,7830261.319,1.416096991,1.286609327,0,118360657.8,1
58015,170000,50000,1990000,1380000,30.88,0,79816.05,0,133080.99,21900.74,-50707.71,128065.96,33822,0,0,0,0,0.693467337,1380000,1
1891967,23748118,0,66261067.99,2436899,431135.38,62574,634576.53,0,2620537.27,539738.92,2080798.35,0,0,75482.76,162691.05,7.032809844,7.032809844,0.036777237,5813660,1
336180,2668518,0,967991,1050706,0,0,100853.95,0,1797675.2,1207856.03,-560222.52,962014.64,188027.05,25809.08,0,5.530458247,5.530458247,1.085450175,1533219,1
-2862306,16154009,237148,-4798592,21307444,302731.33,0,0,0,2407586.44,1401402.32,580346.71,240004.41,185833,0,698785.37,8.464035206,8.339779424,-4.440353337,23215991,1
5741634.24,21529051,4742917,66261067.99,0,2014513.5,289658.75,2070225.22,0.01,15081853.78,12320131.32,2446578.61,0,315143.85,282525,454857.65,8.547364731,6.664353655,0,2518794,1
-31007,6912997,0,-1111711,10428209,957646.33,24834,69111.3,0,6979186.85,1668624.7,4468268.25,23274.9,819019,263300.19,783622.2,8.626850194,8.626850194,-9.380323663,11229544,1
1872644,6047280,0,1743284,80805,0,0,567793.2,0,5402434.07,459304.93,3976618.97,19315.17,947195,80009.66,0,1.355899673,1.355899673,0.046352172,4540781,1
243558,1534794,0,956584,0,10251.33,0,65907.56,0,2182191.85,458632.47,1246407.86,22504.52,454647,63248.1,0,2.33495509,2.33495509,0,657312,0
295409.54,2239345,1269807,-3068855.61,28873107.85,4070915.44,0,87400.81,0,10522282.28,3285187.35,7111498.69,125596.24,0,0,480687.42,0.349664801,0.151389497,-9.408428261,35277369.85,1
-105564,12678368,5671133,-287943,15988543,1556205,0,0,0,5823413.12,3846499.9,1962525.1,14388.12,0,0,599809.3,1.421503296,0.785653773,-55.52676398,24907529,0
12203754.25,167610171.3,15326245,-402640,0,4800734.5,289658.75,3892104.498,329935.625,63027825.07,33210906.12,-6367670.829,7877323.808,3050460,330826.6063,7170557.07,1.416096991,1.286609327,0,118360657.8,1
2829325,34168571,9890580,6165739,750000,355526.53,0,0,9280,10219004,6726657.11,-865067.04,3851097.93,506316,233918.38,2191490.89,0.98063806,0.696778393,0.12163992,35593203,1
2465138.88,8444877,4016535,4265438.88,1042352,53595.59,11000,717073.67,0,1071249.84,471227.2,-803458.8,918116.44,485365,0,84181.3,2.502937683,1.312495619,0.244371571,4416338.12,1
0,0,0,0,0,0,0,0,0,5970775.68,3993084.27,-84165.57,1352356.98,709500,0,0,0,0,0,0,0
146996,106720,0,161009,0,46000,0,44098.8,50000,1157762.66,95820.73,742301.46,152666.47,166974,0,0,1.070260946,1.070260946,0,99714,0
0,0,0,0,0,0,0,0,0,6743639.28,2251344.49,4100431.71,19134.08,372729,0,3222232.5,0,0,0,0,1
-5722040,162207569,15326245,-2444894,82970981.25,5292318.225,0,427237.6,0,63027825.07,33210906.12,-6367670.829,7877323.808,160032,0,484190.56,2.895109663,2.621564105,-33.93643293,138999107.3,0
0,0,0,0,0,0,0,0,0,21047449.91,14842755.72,-1884814.61,3467117.8,3289713.125,46019.83,0,0,0,0,0,0
-3861121,25641279,0,-23424911,20840254,5292318.225,26773,0,0,8537248.45,2704263.45,5238835,0,594150,0,2742417.95,0.768497047,0.768497047,-0.889662035,54205742,1
-977820.57,2167129.6,850210,-2090520.76,3292151.56,50515.5,0,4027.1,117840,4845720.62,3651231.79,-5534143.22,5855607.05,873025,0,156640,1.642110687,0.997876522,-1.574799745,4611873.56,1
12203754.25,55674047,0,48841821,44984112,5292318.225,0,3892104.498,329935.625,39155460.1,27947788,2455061.44,5236875.41,3289713.125,330826.6063,5709844.8,16.09156031,16.09156031,0.921016274,48443941,1
4290000,2401000,1000,0,2001000,0,0,1275500,0,1987705.78,216000,43357.68,0,1728348.1,0,0,0,0,0,2001000,1
-4379788,3197414,337804,-8672663,18538969,974522.03,35616,36660.9,0,9689165.14,2382204.15,7306560.99,200,200,330826.6063,1665706.8,1.532049811,1.370190085,-2.137632812,20625986,1
4956431,167610171.3,5028646,21572837,82970981.25,789348.81,289658.75,1463953,329935.625,14803334.44,5558453.54,7142190.45,100384.9,2002305.55,186009.56,1633912.7,24.27765979,23.54928062,3.846085763,89874866.25,1
-23744,15330893,512060,298002,605236,252740.51,0,5556.86,329935.625,2246566.65,1211132.6,-3350450.89,4135534.79,250350.15,0,0,0.980614515,0.947861467,2.030979658,16239201,1
-6714249.05,18046449,8019826,66261067.99,40000,5292318.225,243508,1121032.8,329935.625,31968615.07,28415207.68,2771860.91,767038.48,14508,18430.2,1753198.55,15.04692061,8.360082378,0.000603673,1239345,1
7423574,80463793,9662120,9875102,0,5292318.225,120000,2206878.5,329935.625,14363502.18,4246992.72,1894160.79,7063886.22,1158462.45,330826.6063,0,1.009469915,0.888252419,0,79708956,1
-1150024,73756178,15326245,-3143426,63112436,2076923.05,120000,109074.5,329935.625,33775551.12,30557041.04,-6367670.829,7877323.808,67097,0,4149095.3,2.314954013,1.833915633,-20.07759559,94973189,1
1115135.91,2234300.23,1311100,2980647.23,0,0,0,31304.03,0,4323020.99,3598135.62,-22850.56,394048.83,353687.1,0,0,0.497300987,0.205481958,0,4492853,1
-195946,1760492,0,-659206,2451298,4711.25,685,0,0,682279.5,32236.68,561850.07,29672.75,58520,67063.76,0,9.456469425,9.456469425,-3.718561421,2637466,1
1092613,42963455,1624408,5349669,29245189,289027.03,227160,321602.73,329935.625,19671548.5,15000721.27,1997417.35,239938.88,2433471,0,710956.2,4.121752199,3.965912608,5.466728689,39668779,1
-1262977.12,726384,0,124287,3740056,208426,0,0,0,7294464.72,6040389.72,-3019531.41,3376573.41,897033,0,0,0,0,30.0920933,3740056,1
-16568.83,4017249.25,0,1991862.37,5711746.82,126250,117269,222544.55,0,12036026.16,4737299.93,6740525.13,63498.1,494703,0,2955172.05,0,0,2.867540903,5711746.82,0
694870.16,33842398.26,0,437783.53,82970981.25,5292318.225,0,498296.61,0,43463091.99,7914663.87,9093209.121,4791595.06,3289713.125,330826.6063,0,0.907521675,0.907521675,189.5251319,120261989.5,0
-8317999.75,167610171.3,15326245,66261067.99,3043870,5292318.225,0,0,329935.625,63027825.07,33210906.12,9093209.121,1132540.18,3289713.125,330826.6063,7830261.319,1.416096991,1.286609327,0.045937533,121404527.8,1
1247921,26729042,0,236592,82970981.25,298418.45,0,339278.32,0,3420299.97,1898521.23,-260212.97,1646667.71,135324,0,14933.9,1.824755356,1.824755356,350.6922519,97618995.25,1
3642906.41,0,0,0,4,0,0,1091987.37,0,2716674.5,1277098.68,1133642.06,52672.06,253261.7,16046,7830261.319,0,0,0,4,1
4832098.06,0,0,6,3,0,0,1449629.42,0,18480635.31,15558620.49,-482145.24,1418340.26,1985819.8,0,20800,0,0,0.5,4,0
-28947.18,473726.49,0,402951.05,0,0,0,2682.56,0,1348299.17,1292631.18,-719972.57,734739.56,40901,600.7,0,6.693374001,6.693374001,0,70775.44,1
12203754.25,167610171.3,15326245,66261067.99,19749774,5292318.225,289658.75,3892104.498,0,63027825.07,33210906.12,-6367670.829,7877323.808,3289713.125,0,7830261.319,1.416096991,1.286609327,0.298060001,138110431.8,1
-8317999.75,44947981,0,-39756640.79,0,5292318.225,33691,0,0,22262199.89,17469911.95,-6367670.829,7877323.808,763285,189829,3801925.91,0.379754404,0.379754404,0,118360657.8,1
3929021.95,20524225.16,14419817,1945637.75,15519100.01,367851.59,0,1138137.53,329935.625,20807234.9,20243048.92,539499.35,9842.63,14844,44427.95,238896.95,1.972073935,0.586543177,7.976356344,25926531.9,1
3569238.25,1814447,0,1674595,0,22277.5,0,1051028.68,0,2567144.38,1723417.54,-703751.01,866634.35,680843.5,0,0,4.359964052,4.359964052,0,416161,0
-16309,571135,78031,594387,0,22337.5,0,2180.4,0,165934.25,153742.56,-37484.41,48416.1,1260,0,0,5.19308056,4.483578833,0,109980,1
-8317999.75,16870909,4052300,-24591036,19362782,2954394.89,0,112984.15,329935.625,1769828.38,4528134.89,-3244547.76,3838001.28,0,0,803657.15,0.317774648,0.241446917,-0.787391877,72453578,1
75542.01,0,0,0.02,0,0,0,22662.6,0,608020.91,241526.19,-142941.99,425513.71,83923,0,0,0,0,0,0,0
7351099,7737108,0,15763155,65027500,921128.35,0,2207267.1,239385,6073931.69,2376850.61,1015492.13,1198507.95,1483081,66534,2260550.45,10.27029739,10.27029739,4.125284564,65780848,1
86806,4384638,2475373,4877216,0,498654.7,0,30535.02,0,61880.02,27673.36,34206.66,0,0,0,0,3.229717028,1.40636141,0,1357592,1
-8317999.75,76259573,15326245,-39756640.79,82970981.25,5292318.225,144345,0,329935.625,44434732.03,33210906.12,-6367670.829,7877323.808,147895,0,2255301.45,2.421777145,1.935061203,-2.086971625,114460077.3,1
-317500,1709700,0,100000,3300200,0,0,0,0,12808697.41,12533695.24,-120562.74,395564.91,0,0,0,1.609129412,1.609129412,33.002,4362700,0
2362405.07,161073902.7,15326245,2108611.07,0,158673.95,100000,690249.02,0,38899147.91,33210906.12,-6367670.829,7877323.808,0,18338,1414276.45,1.36087367,1.231386007,0,118360657.8,1
3864138,104993389,15326245,7157296,36787323,3702308.98,63809,1227662.5,0,36744501.44,27040417.22,4287482.74,3594446.48,1822155,330826.6063,7830261.319,1.301770168,1.111746313,5.139835351,117441644,1
1187507,1896222,0,2028972,10000,0,0,356252.1,0,3810684.32,1027052.4,-4773602.86,7131585.03,425649.75,0,0,37.44736063,37.44736063,0.004928604,60637,1
-144376,2374785,2250000,138690,2216587,257700.3,0,19790.1,0,6182570.24,5331847.2,777204.8,73518.24,0,0,0,0,0,15.98231307,2216587,0
-8317999.75,97176421,15326245,-39756640.79,82970981.25,2335556.25,0,0,0,36741952.87,28437530.91,8303921.96,0,500,83646,5158525.14,106.0299193,89.30733879,-2.086971625,83887481.25,1
12203754.25,167610171.3,0,66261067.99,82970981.25,2487552.11,289658.75,3892104.498,0,61269909.27,7950106.26,9093209.121,1261812.33,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,1.252182975,201331639,1
-272278,267898,0,-712000,1140580,0,733,0,0,245571.83,0,245571.83,0,0,0,141354.8,2.812134572,2.812134572,-1.601938202,1235845,1
-1482313.08,4169048,0,-2931724,6179599,0,0,0,0,6143671.27,3588846.95,155638.03,1917327.29,481859,330826.6063,750548.4,0.45008546,0.45008546,-2.107837914,15442391,0
169686.06,560668.49,274721,415693.44,144977.05,0,0,120803.55,0,429296.78,296806.45,-156317.67,261450,27358,0,0,0,0,0.348759533,144977.05,1
167945,610055,245150,534455,1500000,532426.65,25087,47847.85,329935.625,1080566.86,1090746.12,-597475.56,587296.3,0,3771.72,24840,0.192803515,0.115325613,2.806597375,4664128,1
4221.31,0,0,200000,0,0,0,1281.39,0,38212.24,19005.96,18372.28,0,834,0,0,0,0,0,0,1
12203754.25,154127757,1799856,66261067.99,82970981.25,44569.8,289658.75,3892104.498,0,42132965.33,12899327.99,9093209.121,976005.69,1494131,0,7830261.319,40.40991954,39.93802507,1.252182975,86785088.25,1
0,0,0,0,0,0,0,0,0,89040,12721.36,66739.64,0,9579,26020,0,0,0,0,0,0
7103448.46,88605.46,0,239937.2,429248,97213.75,0,2186545.5,0,2485041.6,1031758.3,1210719.5,86210.8,156353,0,0,0,0,1.789001455,429248,1
12203754.25,53987564,0,66261067.99,16354573,0,0,3892104.498,0,6235211.76,0,6235211.76,0,0,0,5255428.86,132.6485551,132.6485551,0.246820244,16761570,1
12203754.25,64485302,10370885,46760135,82970981.25,5292318.225,289658.75,3892104.498,0,54559005.16,25506103.19,9093209.121,4353943.72,658951,330826.6063,7830261.319,0.544820409,0.45719936,1.774395674,201331639,1
773348,15687344,9813324,1224354,29405943,2678626.8,0,196112.65,329935.625,6577284.69,6501746.72,64535.69,11002.28,0,0,0,3.404718058,1.27487368,24.01751699,34013474,0
-123398.07,5162766.75,299739,323724.27,770339,192735.95,0,24642.36,315500,3106800.2,2309917.37,406370.89,221253.94,169258,14786,0,0.96734601,0.911184007,2.379614602,6107381.48,1
12203754.25,167610171.3,0,66261067.99,82970981.25,5292318.225,289658.75,3892104.498,0,63027825.07,2517910.96,9093209.121,2940445.42,3289713.125,330826.6063,7830261.319,1.416096991,1.416096991,1.252182975,201331639,1
-1633918,11687777,0,-1975085,11345192,29900,0,0,0,22197774.7,21862769.66,-6367670.829,7753355.6,383075.25,0,0,2.816638583,2.816638583,-5.744153796,15494740,1
